0,0,25
0,0,25
0,0,25
0,0,25
0,0.1,25
0,0.2,25
0.1,0.3,25
0.2,0.4,25
0.3,0.5,35
0.5,0.7,40
0.8,0.8,45
0.9,0.9,50
1,1,60
1,1,60
0.99,0.99,55
0.9,0.99,40
0.7,0.9,35
0.4,0.9,30
0.1,0.9,25
0,0.7,25
0,0.5,25
0,0.3,25
0,0,25
0,0,25
